id;revenueusd;country;day;dateRegistered;subscriptionStatus
3d19cae0-71e4-5627-8e11-571caa5474a7;329,86;us;11;7/26/2019;notSubscribed
3d19cae0-71e4-5627-8e11-571caa5474a7;349,85;us;14;7/26/2019;notSubscribed
3d19cae0-71e4-5627-8e11-571caa5474a7;364,84;us;15;7/26/2019;notSubscribed
3d19cae0-71e4-5627-8e11-571caa5474a7;384,83;us;20;7/26/2019;notSubscribed
3d19cae0-71e4-5627-8e11-571caa5474a7;404,82;us;22;7/26/2019;notSubscribed
3d19cae0-71e4-5627-8e11-571caa5474a7;434,81;us;23;7/26/2019;notSubscribed
3dbc829f-d9ca-5661-a6f7-3240fff84fd8;9,99;us;0;7/30/2019;notSubscribed
3dbc829f-d9ca-5661-a6f7-3240fff84fd8;14,98;us;3;7/30/2019;notSubscribed
3dbc829f-d9ca-5661-a6f7-3240fff84fd8;19,97;us;4;7/30/2019;notSubscribed
3dbc829f-d9ca-5661-a6f7-3240fff84fd8;39,96;us;5;7/30/2019;notSubscribed
3dbc829f-d9ca-5661-a6f7-3240fff84fd8;59,95;us;6;7/30/2019;notSubscribed
3dbc829f-d9ca-5661-a6f7-3240fff84fd8;69,94;us;7;7/30/2019;notSubscribed
3dbc829f-d9ca-5661-a6f7-3240fff84fd8;84,93;us;10;7/30/2019;notSubscribed
3dbc829f-d9ca-5661-a6f7-3240fff84fd8;104,92;us;16;7/30/2019;notSubscribed
3dbc829f-d9ca-5661-a6f7-3240fff84fd8;114,91;us;17;7/30/2019;notSubscribed
3dbc829f-d9ca-5661-a6f7-3240fff84fd8;124,9;us;21;7/30/2019;notSubscribed
3f3bd92b-a013-5b7b-9a1a-744e32faa15d;1,29696016;th;0;08/01/2019;subscribed
482fe9b2-3052-5469-8c08-3feb082be44a;4,99;us;0;7/25/2019;notSubscribed
482fe9b2-3052-5469-8c08-3feb082be44a;14,98;us;7;7/25/2019;notSubscribed
4ec0ce32-464c-53f2-a8c9-cd5379ac8cda;4,99;us;0;7/31/2019;notSubscribed
50f7e21f-3f35-5b11-84cc-6f109954a005;4,049309157;th;0;7/29/2019;subscribed
51d82fba-43a6-5e18-847b-492755104fe1;299;br;0;7/31/2019;notSubscribed
526c8cdc-cf3d-5b8a-814c-6ed2555fbb03;1,297199662;th;0;8/16/2019;subscribed
568e57eb-849a-536c-95aa-d419040a6793;15,70826408;id;0;8/21/2019;notSubscribed
594b163f-cb84-52b0-88fc-b6f3099443fa;7,98;us;0;8/17/2019;notSubscribed
5cedfa01-c9f6-5f8f-a85e-ec4c597e0365;11,38507735;au;0;7/29/2019;notSubscribed
5cedfa01-c9f6-5f8f-a85e-ec4c597e0365;21,73026243;au;1;7/29/2019;notSubscribed
5cedfa01-c9f6-5f8f-a85e-ec4c597e0365;37,53432732;au;2;7/29/2019;notSubscribed
5cedfa01-c9f6-5f8f-a85e-ec4c597e0365;43,00095433;au;3;7/29/2019;notSubscribed
5cedfa01-c9f6-5f8f-a85e-ec4c597e0365;48,43348095;au;5;7/29/2019;notSubscribed
5cedfa01-c9f6-5f8f-a85e-ec4c597e0365;58,56821816;au;10;7/29/2019;notSubscribed
5cedfa01-c9f6-5f8f-a85e-ec4c597e0365;68,72693386;au;18;7/29/2019;notSubscribed
5cedfa01-c9f6-5f8f-a85e-ec4c597e0365;78,88844048;au;19;7/29/2019;notSubscribed
5cedfa01-c9f6-5f8f-a85e-ec4c597e0365;89,05397847;au;20;7/29/2019;notSubscribed
5cedfa01-c9f6-5f8f-a85e-ec4c597e0365;99,22210794;au;21;7/29/2019;notSubscribed
5cedfa01-c9f6-5f8f-a85e-ec4c597e0365;104,6367934;au;23;7/29/2019;notSubscribed
6844c569-5bcd-5fea-9977-e4bc241bac03;6,506138867;th;0;08/03/2019;subscribed
732e720c-383f-5e82-967d-79d47dbbc0b7;14,98;us;0;8/21/2019;notSubscribed
755aaa28-3d9b-5868-845e-4d28a5bf62ae;0,99;us;0;7/28/2019;notSubscribed
755aaa28-3d9b-5868-845e-4d28a5bf62ae;15,97;us;4;7/28/2019;notSubscribed
7b1c09b1-0430-5860-b5a7-f5a6637f0821;4,99;us;0;08/03/2019;notSubscribed
7dc5574a-2326-5fbc-b61d-294610df50bd;9,99;us;0;7/30/2019;notSubscribed
7dc5574a-2326-5fbc-b61d-294610df50bd;49,98;us;1;7/30/2019;notSubscribed
7e833c5c-26f1-5730-a216-081e2ff35839;1,264771347;id;0;8/17/2019;notSubscribed
8052a563-625f-54c1-a9ac-0e8a4140729f;4,99;us;0;7/25/2019;notSubscribed
8052a563-625f-54c1-a9ac-0e8a4140729f;9,98;us;1;7/25/2019;notSubscribed
8052a563-625f-54c1-a9ac-0e8a4140729f;24,97;us;8;7/25/2019;notSubscribed
8052a563-625f-54c1-a9ac-0e8a4140729f;29,96;us;9;7/25/2019;notSubscribed
8052a563-625f-54c1-a9ac-0e8a4140729f;31,95;us;15;7/25/2019;notSubscribed
81065a45-e5ed-52a2-a533-892c23e6f336;1,99;us;0;08/09/2019;notSubscribed
81065a45-e5ed-52a2-a533-892c23e6f336;4,98;us;1;08/09/2019;notSubscribed
81065a45-e5ed-52a2-a533-892c23e6f336;14,97;us;7;08/09/2019;notSubscribed
85617c2a-81e8-5699-ab3b-66409f0ff20c;7,98;us;0;8/14/2019;notSubscribed
85617c2a-81e8-5699-ab3b-66409f0ff20c;17,97;us;3;8/14/2019;notSubscribed
903ea0b2-fb5e-5cb7-bd59-59f87f6d8527;117;gb;0;8/14/2019;subscribed
91ef5efa-7fbf-5df6-ae25-689c3c174bc0;0,99;us;0;8/16/2019;notSubscribed
92729766-cca0-5ebb-9800-fe9c5cb82eef;9,99;us;0;08/10/2019;notSubscribed
92729766-cca0-5ebb-9800-fe9c5cb82eef;19,98;us;8;08/10/2019;notSubscribed
99c1771e-1185-579f-8214-880b1cae5175;5,98;us;0;7/31/2019;notSubscribed
b3dd572c-35d0-52b6-a43a-77619dc3866e;7,774673581;th;0;7/29/2019;subscribed
b3dd572c-35d0-52b6-a43a-77619dc3866e;9,070990745;th;1;7/29/2019;subscribed
b44c335d-7a25-566f-80cd-f08d2179d177;2,99;us;0;7/28/2019;notSubscribed
b44c335d-7a25-566f-80cd-f08d2179d177;7,98;us;5;7/28/2019;notSubscribed
b44c335d-7a25-566f-80cd-f08d2179d177;12,97;us;6;7/28/2019;notSubscribed
b44c335d-7a25-566f-80cd-f08d2179d177;15,96;us;7;7/28/2019;notSubscribed
b562d45f-3ddb-5713-ae02-2eed0071b009;11,07098345;br;0;7/28/2019;notSubscribed
b562d45f-3ddb-5713-ae02-2eed0071b009;25,19840555;br;6;7/28/2019;notSubscribed
b562d45f-3ddb-5713-ae02-2eed0071b009;30,0619863;br;7;7/28/2019;notSubscribed
b93474bb-faae-5e0f-a64d-1642109febfc;9,99;us;0;7/30/2019;notSubscribed
b93474bb-faae-5e0f-a64d-1642109febfc;12,98;us;13;7/30/2019;notSubscribed
bb1db979-c4ed-5336-b7ee-38abec0b972d;0,99;us;0;8/19/2019;notSubscribed
bf873fc0-a83a-5a4f-9ac4-7af4d445df88;1,294935166;th;0;7/28/2019;subscribed
bf873fc0-a83a-5a4f-9ac4-7af4d445df88;2,593707647;th;3;7/28/2019;subscribed
c6910878-c740-5f0d-bd5c-98b529452604;22,98;us;0;7/31/2019;notSubscribed
c9eb5ce2-ad72-5c5b-9b18-c00b764d9a1e;6,213653039;gb;0;7/26/2019;subscribed
c9eb5ce2-ad72-5c5b-9b18-c00b764d9a1e;12,28150488;gb;8;7/26/2019;subscribed
c9eb5ce2-ad72-5c5b-9b18-c00b764d9a1e;18,32314059;gb;21;7/26/2019;subscribed
c9eb5ce2-ad72-5c5b-9b18-c00b764d9a1e;30,45525477;gb;22;7/26/2019;subscribed
ca39de65-9984-535c-9e3f-d5c6b7afc98f;14,98;us;0;08/09/2019;notSubscribed
d0cf1753-5f7b-5c30-b112-e4361f96a1f1;1,28607032;id;0;7/29/2019;notSubscribed
d0cf1753-5f7b-5c30-b112-e4361f96a1f1;2,567328602;id;3;7/29/2019;notSubscribed
d4234348-1dcf-5d04-b9fb-a843cb1bff9f;6,478894651;th;0;7/29/2019;subscribed
d53d8dfa-6fbe-55c1-9450-b28d0299e484;1,297199662;th;0;8/16/2019;subscribed
d54ee5d4-8f45-566c-aed2-62f770ced517;4,99;us;0;7/26/2019;notSubscribed
da696415-db6c-5f21-88c6-a2882028fe20;7,98;us;0;7/26/2019;notSubscribed
da696415-db6c-5f21-88c6-a2882028fe20;12,97;us;1;7/26/2019;notSubscribed
da696415-db6c-5f21-88c6-a2882028fe20;13,96;us;2;7/26/2019;notSubscribed
da696415-db6c-5f21-88c6-a2882028fe20;21,94;us;15;7/26/2019;notSubscribed
